!	PONCT
acquît	VS
acquîtes	V
acte	NC
actes	NC
acteur	NC
acteurs	NC
actif	ADJ
actif	NC
actifs	ADJ
actifs	NC
action	NC
actions	NC
active	ADJ
active	NC
activement	ADV
actives	ADJ
actives	NC
activité	NC
activités	NC
actrice	NC
actrices	NC
actu	NC
actualité	NC
actualités	NC
actuel	ADJ
actuelle	ADJ
actuellement	ADV
actuelles	ADJ
actuels	ADJ
actus	NC
adapta	V
adaptai	V
adaptaient	V
adaptais	V
adaptait	V
adaptant	VPR
adaptas	V
adaptasse	VS
adaptassent	VS
adaptasses	VS
adaptassiez	VS
adaptassions	VS
adaptation	NC
adaptations	NC
adapte	V
adapte	VIMP
adapte	VS
adaptent	V
adaptent	VS
adapter	VINF
adaptera	V
adapterai	V
adapteraient	V
adapterais	V
adapterait	V
adapteras	V
adapterez	V
adapteriez	V
adapterions	V
adapterons	V
adapteront	V
adaptes	V
adaptes	VS
adaptez	V
adaptez	VIMP
adaptiez	V
adaptiez	VS
adaptions	V
adaptions	VS
adaptons	V
adaptons	VIMP
adaptâmes	V
adaptât	VS
adaptâtes	V
adaptèrent	V
adapté	ADJ
adapté	VPP
adaptée	ADJ
adaptée	VPP
adaptées	ADJ
adaptées	VPP
adaptés	ADJ
adaptés	VPP
adepte	NC
adeptes	NC
adhérent	ADJ
adhérent	NC
adhérente	ADJ
adhérente	NC
adhérentes	ADJ
adhérentes	NC
adhérents	ADJ
adhérents	NC
adhésion	NC
adhésions	NC
adieu	NC
adieux	NC
adjoint	ADJ
adjoint	NC
adjointe	ADJ
adjointe	NC
adjointes	ADJ
adjointes	NC
adjoints	ADJ
adjoints	NC
adjudant	NC
adjudant-chef	NC
adjudants	NC
adjudants-chefs	NC
admet	V
admets	V
admets	VIMP
admettaient	V
admettais	V
admettait	V
admettant	VPR
admette	VS
admettent	V
admettent	VS
admettes	VS
admettez	V
admettez	VIMP
admettiez	V
admettiez	VS
admettions	V
admettions	VS
admettons	V
admettons	VIMP
admettra	V
admettrai	V
admettraient	V
admettrais	V
admettrait	V
admettras	V
admettre	VINF
admettrez	V
admettriez	V
admettrions	V
admettrons	V
admettront	V
administra	V
administrai	V
administraient	V
administrais	V
administrait	V
administrant	VPR
administras	V
administrasse	VS
administrassent	VS
administrasses	VS
administrassiez	VS
administrassions	VS
administrateur	NC
administrateurs	NC
administratif	ADJ
administratifs	ADJ
administration	NC
administrations	NC
administrative	ADJ
administratives	ADJ
administratrice	NC
administratrices	NC
administre	V
administre	VIMP
administre	VS
administrent	V
administrent	VS
administrer	VINF
administrera	V
administrerai	V
administreraient	V
administrerais	V
administrerait	V
administreras	V
administrerez	V
administreriez	V
administrerions	V
administrerons	V
administreront	V
administres	V
administres	VS
administrez	V
administrez	VIMP
administriez	V
administriez	VS
administrions	V
administrions	VS
administrons	V
administrons	VIMP
administrâmes	V
administrât	VS
administrâtes	V
administrèrent	V
administré	VPP
administrée	VPP
administrées	VPP
administrés	VPP
admira	V
admirai	V
admiraient	V
admirais	V
admirait	V
admirant	VPR
admiras	V
admirasse	VS
admirassent	VS
admirasses	VS
admirassiez	VS
admirassions	VS
admiration	NC
admirations	NC
admire	V
admire	VIMP
admire	VS
admirent	V
admirent	V
admirent	VS
admirer	VINF
admirera	V
admirerai	V
admireraient	V
admirerais	V
admirerait	V
admireras	V
admirerez	V
admireriez	V
admirerions	V
admirerons	V
admireront	V
admires	V
admires	VS
admirez	V
admirez	VIMP
admiriez	V
admiriez	VS
admirions	V
admirions	VS
admirons	V
admirons	VIMP
admirâmes	V
admirât	VS
admirâtes	V
admirèrent	V
admiré	VPP
admirée	VPP
admirées	VPP
admirés	VPP
admis	V
admis	VPP
admise	VPP
admises	VPP
admisse	VS
admissent	VS
admisses	VS
admissiez	VS
admissions	VS
admit	V
admîmes	V
admît	VS
admîtes	V
adolescent	ADJ
adolescent	NC
adolescente	ADJ
adolescente	NC
adolescentes	ADJ
adolescentes	NC
adolescents	ADJ
adolescents	NC
adopta	V
adoptai	V
adoptaient	V
adoptais	V
adoptait	V
adoptant	VPR
adoptas	V
adoptasse	VS
adoptassent	VS
adoptasses	VS
adoptassiez	VS
adoptassions	VS
adopte	V
adopte	VIMP
adopte	VS
adoptent	V
adoptent	VS
adopter	VINF
adoptera	V
adopterai	V
adopteraient	V
adopterais	V
adopterait	V
adopteras	V
adopterez	V
adopteriez	V
adopterions	V
adopterons	V
adopteront	V
adoptes	V
adoptes	VS
adoptez	V
adoptez	VIMP
adoptiez	V
adoptiez	VS
adoption	NC
adoptions	NC
adoptions	V
adoptions	VS
adoptons	V
adoptons	VIMP
adoptâmes	V
adoptât	VS
adoptâtes	V
adoptèrent	V
adopté	VPP
adoptée	VPP
adoptées	VPP
adoptés	VPP
adora	V
adorai	V
adoraient	V
adorais	V
adorait	V
adorant	VPR
adoras	V
adorasse	VS
adorassent	VS
adorasses	VS
adorassiez	VS
adorassions	VS
adore	V
adore	VIMP
adore	VS
adorent	V
adorent	VS
adorer	VINF
adorera	V
adorerai	V
adoreraient	V
adorerais	V
adorerait	V
adoreras	V
adorerez	V
adoreriez	V
adorerions	V
adorerons	V
adoreront	V
adores	V
adores	VS
adorez	V
adorez	VIMP
adoriez	V
adoriez	VS
adorions	V
adorions	VS
adorons	V
adorons	VIMP
adorâmes	V
adorât	VS
adorâtes	V
adorèrent	V
adoré	VPP
adorée	VPP
adorées	VPP
adorés	VPP
ados	NC
adressa	V
adressai	V
adressaient	V
adressais	V
adressait	V
adressant	VPR
adressas	V
adressasse	VS
adressassent	VS
adressasses	VS
adressassiez	VS
adressassions	VS
adresse	NC
adresse	V
adresse	VIMP
adresse	VS
adressent	V
adressent	VS
adresser	VINF
adressera	V
adresserai	V
adresseraient	V
adresserais	V
adresserait	V
adresseras	V
adresserez	V
adresseriez	V
adresserions	V
adresserons	V
adresseront	V
adresses	NC
adresses	V
adresses	VS
adressez	V
adressez	VIMP
adressiez	V
adressiez	VS
adressions	V
adressions	VS
adressons	V
adressons	VIMP
adressâmes	V
adressât	VS
adressâtes	V
adressèrent	V
adressé	VPP
adressée	VPP
adressées	VPP
adressés	VPP
adulte	ADJ
adulte	NC
adultes	ADJ
adultes	NC
adversaire	NC
adversaires	NC
affaire	NC
affaires	NC
affecta	V
affectai	V
affectaient	V
affectais	V
affectait	V
affectant	VPR
affectas	V
affectasse	VS
affectassent	VS
affectasses	VS
affectassiez	VS
affectassions	VS
affectation	NC
affectations	NC
affecte	V
affecte	VIMP
affecte	VS
affectent	V
affectent	VS
affecter	VINF
affectera	V
affecterai	V
affecteraient	V
affecterais	V
affecterait	V
affecteras	V
affecterez	V
affecteriez	V
affecterions	V
affecterons	V
affecteront	V
affectes	V
affectes	VS
affectez	V
affectez	VIMP
affectiez	V
affectiez	VS
affection	NC
affections	NC
affections	V
affections	VS
affectons	V
affectons	VIMP
affectâmes	V
affectât	VS
affectâtes	V
affectèrent	V
affecté	VPP
affectée	VPP
affectées	VPP
affectés	VPP
afficha	V
affichai	V
affichaient	V
affichais	V
affichait	V
affichant	VPR
affichas	V
affichasse	VS
affichassent	VS
affichasses	VS
affichassiez	VS
affichassions	VS
affiche	NC
affiche	V
affiche	VIMP
affiche	VS
affichent	V
affichent	VS
afficher	VINF
affichera	V
afficherai	V
afficheraient	V
afficherais	V
afficherait	V
afficheras	V
afficherez	V
afficheriez	V
afficherions	V
afficherons	V
afficheront	V
affiches	NC
affiches	V
affiches	VS
affichez	V
affichez	VIMP
affichiez	V
affichiez	VS
affichions	V
affichions	VS
affichons	V
affichons	VIMP
affichâmes	V
affichât	VS
affichâtes	V
affichèrent	V
affiché	VPP
affichée	VPP
affichées	VPP
affichés	VPP
affirma	V
affirmai	V
affirmaient	V
affirmais	V
affirmait	V
affirmant	VPR
affirmas	V
affirmasse	VS
affirmassent	VS
affirmasses	VS
affirmassiez	VS
affirmassions	VS
affirme	V
affirme	VIMP
affirme	VS
affirment	V
affirment	VS
affirmer	VINF
affirmera	V
affirmerai	V
affirmeraient	V
affirmerais	V
affirmerait	V
affirmeras	V
affirmerez	V
affirmeriez	V
affirmerions	V
affirmerons	V
affirmeront	V
affirmes	V
affirmes	VS
affirmez	V
affirmez	VIMP
affirmiez	V
affirmiez	VS
affirmions	V
affirmions	VS
affirmons	V
affirmons	VIMP
affirmâmes	V
affirmât	VS
affirmâtes	V
affirmèrent	V
affirmé	VPP
affirmée	VPP
affirmées	VPP
affirmés	VPP
affluence	NC
affluences	NC
affouage	NC
affouages	NC
affronta	V
affrontai	V
affrontaient	V
affrontais	V
affrontait	V
affrontant	VPR
affrontas	V
affrontasse	VS
affrontassent	VS
affrontasses	VS
affrontassiez	VS
affrontassions	VS
affronte	V
affronte	VIMP
affronte	VS
affrontent	V
affrontent	VS
affronter	VINF
affrontera	V
affronterai	V
affronteraient	V
affronterais	V
affronterait	V
affronteras	V
affronterez	V
affronteriez	V
affronterions	V
affronterons	V
affronteront	V
affrontes	V
affrontes	VS
affrontez	V
affrontez	VIMP
affrontiez	V
affrontiez	VS
affrontions	V
affrontions	VS
affrontons	V
affrontons	VIMP
affrontâmes	V
affrontât	VS
affrontâtes	V
affrontèrent	V
affronté	VPP
affrontée	VPP
affrontées	VPP
affrontés	VPP
afin	P
africain	ADJ
africaine	ADJ
africaines	ADJ
africains	ADJ
agence	NC
agences	NC
agenda	NC
agendas	NC
agent	NC
agents	NC
agglomération	NC
agglomérations	NC
agi	VPP
agie	VPP
agies	VPP
agir	VINF
agira	V
agirai	V
agiraient	V
agirais	V
agirait	V
agiras	V
agirent	V
agirez	V
agiriez	V
agirions	V
agirons	V
agiront	V
agis	V
agis	VIMP
agis	VPP
agissaient	V
agissais	V
agissait	V
agissant	VPR
agisse	VS
agissent	V
agissent	VS
agisses	VS
agissez	V
agissez	VIMP
agissiez	V
agissiez	VS
agissions	V
agissions	VS
agissons	V
agissons	VIMP
agit	V
agrandi	VPP
agrandie	VPP
agrandies	VPP
agrandir	VINF
agrandira	V
agrandirai	V
agrandiraient	V
agrandirais	V
agrandirait	V
agrandiras	V
agrandirent	V
agrandirez	V
agrandiriez	V
agrandirions	V
agrandirons	V
agrandiront	V
agrandis	V
agrandis	VIMP
agrandis	VPP
agrandissaient	V
agrandissais	V
agrandissait	V
agrandissant	VPR
agrandisse	VS
agrandissent	V
agrandissent	VS
agrandisses	VS
agrandissez	V
agrandissez	VIMP
agrandissiez	V
agrandissiez	VS
agrandissions	V
agrandissions	VS
agrandissons	V
agrandissons	VIMP
agrandit	V
agrandîmes	V
agrandît	VS
agrandîtes	V
agression	NC
agressions	NC
agricole	ADJ
agricoles	ADJ
agriculteur	NC
agriculteurs	NC
agricultrice	NC
agricultrices	NC
agriculture	NC
agricultures	NC
agréa	V
agréable	ADJ
agréables	ADJ
agréai	V
agréaient	V
agréais	V
agréait	V
agréant	VPR
agréas	V
agréasse	VS
agréassent	VS
agréasses	VS
agréassiez	VS
agréassions	VS
agrée	V
agrée	VIMP
agrée	VS
agréent	V
agréent	VS
agréer	VINF
agréera	V
agréerai	V
agréeraient	V
agréerais	V
agréerait	V
agréeras	V
agréerez	V
agréeriez	V
agréerions	V
agréerons	V
agréeront	V
agrées	V
agrées	VS
agréez	V
agréez	VIMP
agréiez	V
agréiez	VS
agréions	V
agréions	VS
agrémenta	V
agrémentai	V
agrémentaient	V
agrémentais	V
agrémentait	V
agrémentant	VPR
agrémentas	V
agrémentasse	VS
agrémentassent	VS
agrémentasses	VS
agrémentassiez	VS
agrémentassions	VS
agrémente	V
agrémente	VIMP
agrémente	VS
agrémentent	V
agrémentent	VS
agrémenter	VINF
agrémentera	V
agrémenterai	V
agrémenteraient	V
agrémenterais	V
agrémenterait	V
agrémenteras	V
agrémenterez	V
agrémenteriez	V
agrémenterions	V
agrémenterons	V
agrémenteront	V
agrémentes	V
agrémentes	VS
agrémentez	V
agrémentez	VIMP
agrémentiez	V
agrémentiez	VS
agrémentions	V
agrémentions	VS
agrémentons	V
agrémentons	VIMP
agrémentâmes	V
agrémentât	VS
agrémentâtes	V
agrémentèrent	V
agrémenté	VPP
agrémentée	VPP
agrémentées	VPP
agrémentés	VPP
agréons	V
agréons	VIMP
agréâmes	V
agréât	VS
agréâtes	V
agréèrent	V
agréé	VPP
agréée	VPP
agréées	VPP
agréés	VPP
agîmes	V
agît	VS
agîtes	V
ai	V
aida	V
aidai	V
aidaient	V
aidais	V
aidait	V
aidant	VPR
aidas	V
aidasse	VS
aidassent	VS
aidasses	VS
aidassiez	VS
aidassions	VS
aide	NC
aide	V
aide	VIMP
aide	VS
aide-soignant	NC
aide-soignante	NC
aide-soignantes	NC
aide-soignants	NC
aident	V
aident	VS
aider	VINF
aidera	V
aiderai	V
aideraient	V
aiderais	V
aiderait	V
aideras	V
aiderez	V
aideriez	V
aiderions	V
aiderons	V
aideront	V
aides	NC
aides	V
aides	VS
aidez	V
aidez	VIMP
aidiez	V
aidiez	VS
aidions	V
aidions	VS
aidons	V
aidons	VIMP
aidâmes	V
aidât	VS
aidâtes	V
aidèrent	V
aidé	VPP
aidée	VPP
aidées	VPP
aidés	VPP
aie	VIMP
aie	VS
aient	VS
aies	VS
aile	NC
ailes	NC
aille	VS
aillent	VS
ailles	VS
ailleurs	ADV
ailleurs	NC
aima	V
aimai	V
aimaient	V
aimais	V
aimait	V
aimant	VPR
aimas	V
aimasse	VS
aimassent	VS
aimasses	VS
aimassiez	VS
aimassions	VS
aime	V
aime	VIMP
aime	VS
aiment	V
aiment	VS
aimer	VINF
aimera	V
aimerai	V
aimeraient	V
aimerais	V
aimerait	V
aimeras	V
aimerez	V
aimeriez	V
aimerions	V
aimerons	V
aimeront	V
aimes	V
aimes	VS
aimez	V
aimez	VIMP
aimiez	V
aimiez	VS
aimions	V
aimions	VS
aimons	V
aimons	VIMP
aimâmes	V
aimât	VS
aimâtes	V
aimèrent	V
aimé	VPP
aimée	VPP
aimées	VPP
aimés	VPP
ainsi	ADV
air	NC
aire	NC
aires	NC
airs	NC
aise	NC
aises	NC
ait	VS
ajouta	V
ajoutai	V
ajoutaient	V
ajoutais	V
ajoutait	V
ajoutant	VPR
ajoutas	V
ajoutasse	VS
ajoutassent	VS
ajoutasses	VS
ajoutassiez	VS
ajoutassions	VS
ajoute	V
ajoute	VIMP
ajoute	VS
ajoutent	V
ajoutent	VS
ajouter	VINF
ajoutera	V
ajouterai	V
ajouteraient	V
ajouterais	V
ajouterait	V
ajouteras	V
ajouterez	V
ajouteriez	V
ajouterions	V
ajouterons	V
ajouteront	V
ajoutes	V
ajoutes	VS
ajoutez	V
ajoutez	VIMP
ajoutiez	V
ajoutiez	VS
ajoutions	V
ajoutions	VS
ajoutons	V
ajoutons	VIMP
ajoutâmes	V
ajoutât	VS
ajoutâtes	V
ajoutèrent	V
ajouté	VPP
ajoutée	VPP
ajoutées	VPP
ajoutés	VPP
album	NC
albums	NC
alcool	NC
alcools	NC
alentours	NC
alerte	NC
alertes	NC
alexandra	NC
alexandras	NC
aligna	V
alignai	V
alignaient	V
alignais	V
alignait	V
alignant	VPR
alignas	V
alignasse	VS
alignassent	VS
alignasses	VS
alignassiez	VS
alignassions	VS
aligne	V
aligne	VIMP
aligne	VS
alignent	V
alignent	VS
aligner	VINF
alignera	V
alignerai	V
aligneraient	V
alignerais	V
alignerait	V
aligneras	V
alignerez	V
aligneriez	V
alignerions	V
alignerons	V
aligneront	V
alignes	V
alignes	VS
alignez	V
alignez	VIMP
aligniez	V
aligniez	VS
alignions	V
alignions	VS
alignons	V
alignons	VIMP
alignâmes	V
alignât	VS
alignâtes	V
alignèrent	V
aligné	VPP
alignée	VPP
alignées	VPP
alignés	VPP
aliment	NC
alimentaire	ADJ
alimentaires	ADJ
alimentation	NC
alimentations	NC
aliments	NC
alla	V
allai	V
allaient	V
allais	V
allait	V
allant	VPR
allas	V
allasse	VS
allassent	VS
allasses	VS
allassiez	VS
allassions	VS
allemand	ADJ
allemand	NC
allemande	ADJ
allemande	NC
allemandes	ADJ
allemandes	NC
allemands	ADJ
allemands	NC
aller	VINF
allez	V
allez	VIMP
alliez	V
alliez	VS
allions	V
allions	VS
allocataire	NC
allocataires	NC
allocation	NC
allocations	NC
allocution	NC
allocutions	NC
allons	V
allons	VIMP
allure	NC
allures	NC
allâmes	V
allât	VS
allâtes	V
allèrent	V
allé	VPP
allée	NC
allée	VPP
allées	NC
allées	VPP
allés	VPP
alors	ADV
alsacien	ADJ
alsacienne	ADJ
alsaciennes	ADJ
alsaciens	ADJ
alternance	NC
alternances	NC
altitude	NC
altitudes	NC
amateur	ADJ
amateur	NC
amateurs	ADJ
amateurs	NC
ambassadeur	NC
ambassadeurs	NC
ambassadrice	NC
ambassadrices	NC
ambiance	NC
ambiances	NC
ambitieuse	ADJ
ambitieuses	ADJ
ambitieux	ADJ
ambition	NC
ambitions	NC
ambulance	NC
ambulances	NC
amena	V
amenai	V
amenaient	V
amenais	V
amenait	V
amenant	VPR
amenas	V
amenasse	VS
amenassent	VS
amenasses	VS
amenassiez	VS
amenassions	VS
amende	NC
amendes	NC
amener	VINF
amenez	V
amenez	VIMP
ameniez	V
ameniez	VS
amenions	V
amenions	VS
amenons	V
amenons	VIMP
amenâmes	V
amenât	VS
amenâtes	V
amenèrent	V
amené	VPP
amenée	VPP
amenées	VPP
amenés	VPP
ami	NC
amical	ADJ
amicale	ADJ
amicale	NC
amicales	ADJ
amicales	NC
amicaux	ADJ
amie	NC
amie	NC
amies	NC
amies	NC
amis	NC
amitié	NC
amitiés	NC
amour	NC
amoureuse	ADJ
amoureuse	NC
amoureuses	ADJ
amoureuses	NC
amoureux	ADJ
amoureux	NC
amours	NC
ampleur	NC
ampleurs	NC
amusa	V
amusai	V
amusaient	V
amusais	V
amusait	V
amusant	VPR
amusas	V
amusasse	VS
amusassent	VS
amusasses	VS
amusassiez	VS
amusassions	VS
amuse	V
amuse	VIMP
amuse	VS
amusent	V
amusent	VS
amuser	VINF
amusera	V
amuserai	V
amuseraient	V
amuserais	V
amuserait	V
amuseras	V
amuserez	V
amuseriez	V
amuserions	V
amuserons	V
amuseront	V
amuses	V
amuses	VS
amusez	V
amusez	VIMP
amusiez	V
amusiez	VS
amusions	V
amusions	VS
amusons	V
amusons	VIMP
amusâmes	V
amusât	VS
amusâtes	V
amusèrent	V
amusé	VPP
amusée	VPP
amusées	VPP
amusés	VPP
amène	V
amène	VIMP
amène	VS
amènent	V
amènent	VS
amènera	V
amènerai	V
amèneraient	V
amènerais	V
amènerait	V
amèneras	V
amènerez	V
amèneriez	V
amènerions	V
amènerons	V
amèneront	V
amènes	V
amènes	VS
améliora	V
améliorai	V
amélioraient	V
améliorais	V
améliorait	V
améliorant	VPR
amélioras	V
améliorasse	VS
améliorassent	VS
améliorasses	VS
améliorassiez	VS
améliorassions	VS
amélioration	NC
améliorations	NC
améliore	V
améliore	VIMP
améliore	VS
améliorent	V
améliorent	VS
améliorer	VINF
améliorera	V
améliorerai	V
amélioreraient	V
améliorerais	V
améliorerait	V
amélioreras	V
améliorerez	V
amélioreriez	V
améliorerions	V
améliorerons	V
amélioreront	V
améliores	V
améliores	VS
améliorez	V
améliorez	VIMP
amélioriez	V
amélioriez	VS
améliorions	V
améliorions	VS
améliorons	V
améliorons	VIMP
améliorâmes	V
améliorât	VS
améliorâtes	V
améliorèrent	V
amélioré	VPP
améliorée	VPP
améliorées	VPP
améliorés	VPP
aménage	V
aménage	VIMP
aménage	VS
aménagea	V
aménageai	V
aménageaient	V
aménageais	V
aménageait	V
aménageant	VPR
aménageas	V
aménageasse	VS
aménageassent	VS
aménageasses	VS
aménageassiez	VS
aménageassions	VS
aménagement	NC
aménagements	NC
aménagent	V
aménagent	VS
aménageons	V
aménageons	VIMP
aménager	VINF
aménagera	V
aménagerai	V
aménageraient	V
aménagerais	V
aménagerait	V
aménageras	V
aménagerez	V
aménageriez	V
aménagerions	V
aménagerons	V
aménageront	V
aménages	V
aménages	VS
aménagez	V
aménagez	VIMP
aménageâmes	V
aménageât	VS
aménageâtes	V
aménagiez	V
aménagiez	VS
aménagions	V
aménagions	VS
aménagèrent	V
aménagé	VPP
aménagée	VPP
aménagées	VPP
aménagés	VPP
américain	ADJ
américain	NC
américaine	ADJ
américaine	NC
américaine	NC
américaines	ADJ
américaines	NC
américaines	NC
américains	ADJ
américains	NC
an	NC
analyse	NC
analyses	NC
ancien	ADJ
ancien	NC
ancienne	ADJ
ancienne	NC
anciennes	ADJ
anciennes	NC
anciens	ADJ
anciens	NC
ancêtre	NC
ancêtres	NC
anecdote	NC
anecdotes	NC
anglais	ADJ
anglais	NC
anglaise	ADJ
anglaise	NC
anglaises	ADJ
anglaises	NC
angle	NC
angles	NC
anima	V
animai	V
animaient	V
animais	V
animait	V
animal	ADJ
animal	NC
animale	ADJ
animales	ADJ
animant	VPR
animas	V
animasse	VS
animassent	VS
animasses	VS
animassiez	VS
animassions	VS
animateur	NC
animateurs	NC
animation	NC
animations	NC
animatrice	NC
animatrices	NC
animaux	ADJ
animaux	NC
anime	V
anime	VIMP
anime	VS
animent	V
animent	VS
animer	VINF
animera	V
animerai	V
animeraient	V
animerais	V
animerait	V
animeras	V
animerez	V
animeriez	V
animerions	V
animerons	V
animeront	V
animes	V
animes	VS
animez	V
animez	VIMP
animiez	V
animiez	VS
animions	V
animions	VS
animons	V
animons	VIMP
animâmes	V
animât	VS
animâtes	V
animèrent	V
animé	ADJ
animé	VPP
animée	ADJ
animée	VPP
animées	ADJ
animées	VPP
animés	ADJ
animés	VPP
annexe	ADJ
annexes	ADJ
anniv	NC
anniv'	NC
anniversaire	NC
anniversaires	NC
annonce	NC
annonce	V
annonce	VIMP
annonce	VS
annoncent	V
annoncent	VS
annoncer	VINF
annoncera	V
annoncerai	V
annonceraient	V
annoncerais	V
annoncerait	V
annonceras	V
annoncerez	V
annonceriez	V
annoncerions	V
annoncerons	V
annonceront	V
annonces	NC
annonces	V
annonces	VS
annoncez	V
annoncez	VIMP
annonciez	V
annonciez	VS
annoncions	V
annoncions	VS
annoncèrent	V
annoncé	VPP
annoncée	VPP
annoncées	VPP
annoncés	VPP
annonça	V
annonçai	V
annonçaient	V
annonçais	V
annonçait	V
annonçant	VPR
annonças	V
annonçasse	VS
annonçassent	VS
annonçasses	VS
annonçassiez	VS
annonçassions	VS
annonçons	V
annonçons	VIMP
annonçâmes	V
annonçât	VS
annonçâtes	V
annuel	ADJ
annuelle	ADJ
annuelles	ADJ
annuels	ADJ
annula	V
annulai	V
annulaient	V
annulais	V
annulait	V
annulant	VPR
annulas	V
annulasse	VS
annulassent	VS
annulasses	VS
annulassiez	VS
annulassions	VS
annulation	NC
annulations	NC
annule	V
annule	VIMP
annule	VS
annulent	V
annulent	VS
annuler	VINF
annulera	V
annulerai	V
annuleraient	V
annulerais	V
annulerait	V
annuleras	V
annulerez	V
annuleriez	V
annulerions	V
annulerons	V
annuleront	V
annules	V
annules	VS
annulez	V
annulez	VIMP
annuliez	V
annuliez	VS
annulions	V
annulions	VS
annulons	V
annulons	VIMP
annulâmes	V
annulât	VS
annulâtes	V
annulèrent	V
annulé	VPP
annulée	VPP
annulées	VPP
annulés	VPP
année	NC
années	NC
anonyme	ADJ
anonymes	ADJ
ans	NC
antenne	NC
antennes	NC
août	NC
aoûts	NC
apercevaient	V
apercevais	V
apercevait	V
apercevant	VPR
apercevez	V
apercevez	VIMP
aperceviez	V
aperceviez	VS
apercevions	V
apercevions	VS
apercevoir	VINF
apercevons	V
apercevons	VIMP
apercevra	V
apercevrai	V
apercevraient	V
apercevrais	V
apercevrait	V
apercevras	V
apercevrez	V
apercevriez	V
apercevrions	V
apercevrons	V
apercevront	V
aperçois	V
aperçois	VIMP
aperçoit	V
aperçoive	VS
aperçoivent	V
aperçoivent	VS
aperçoives	VS
aperçu	VPP
aperçue	VPP
aperçues	VPP
aperçurent	V
aperçus	V
aperçus	VPP
aperçusse	VS
aperçussent	VS
aperçusses	VS
aperçussiez	VS
aperçussions	VS
aperçut	V
aperçûmes	V
aperçût	VS
aperçûtes	V
app'	NC
apparais	V
apparais	VIMP
apparaissaient	V
apparaissais	V
apparaissait	V
apparaissant	VPR
apparaisse	VS
apparaissent	V
apparaissent	VS
apparaisses	VS
apparaissez	V
apparaissez	VIMP
apparaissiez	V
apparaissiez	VS
apparaissions	V
apparaissions	VS
apparaissons	V
apparaissons	VIMP
apparaît	V
apparaîtra	V
apparaîtrai	V
apparaîtraient	V
apparaîtrais	V
apparaîtrait	V
apparaîtras	V
apparaître	VINF
apparaîtrez	V
apparaîtriez	V
apparaîtrions	V
apparaîtrons	V
apparaîtront	V
appareil	NC
appareils	NC
apparemment	ADV
apparition	NC
apparitions	NC
appartement	NC
appartements	NC
appartenaient	V
appartenais	V
appartenait	V
appartenant	VPR
appartenez	V
appartenez	VIMP
apparteniez	V
apparteniez	VS
appartenions	V
appartenions	VS
appartenir	VINF
appartenons	V
appartenons	VIMP
appartenu	VPP
appartenue	VPP
appartenues	VPP
appartenus	VPP
appartiendra	V
appartiendrai	V
appartiendraient	V
appartiendrais	V
appartiendrait	V
appartiendras	V
appartiendrez	V
appartiendriez	V
appartiendrions	V
appartiendrons	V
appartiendront	V
appartienne	VS
appartiennent	V
appartiennent	VS
appartiennes	VS
appartiens	V
appartiens	VIMP
appartient	V
appartinrent	V
appartins	V
appartinsse	VS
appartinssent	VS
appartinsses	VS
appartinssiez	VS
appartinssions	VS
appartint	V
appartînmes	V
appartînt	VS
appartîntes	V
apparu	VPP
apparue	VPP
apparues	VPP
apparurent	V
apparus	V
apparus	VPP
apparusse	VS
apparussent	VS
apparusses	VS
apparussiez	VS
apparussions	VS
apparut	V
apparûmes	V
apparût	VS
apparûtes	V
appel	NC
appela	V
appelai	V
appelaient	V
appelais	V
appelait	V
appelant	VPR
appelas	V
appelasse	VS
appelassent	VS
appelasses	VS
appelassiez	VS
appelassions	VS
appeler	VINF
appelez	V
appelez	VIMP
appeliez	V
appeliez	VS
appelions	V
appelions	VS
appelle	V
appelle	VIMP
appelle	VS
appellent	V
appellent	VS
appellera	V
appellerai	V
appelleraient	V
appellerais	V
appellerait	V
appelleras	V
appellerez	V
appelleriez	V
appellerions	V
appellerons	V
appelleront	V
appelles	V
appelles	VS
appelons	V
appelons	VIMP
appels	NC
appelâmes	V
appelât	VS
appelâtes	V
appelèrent	V
appelé	ADJ
appelé	VPP
appelée	ADJ
appelée	VPP
appelées	ADJ
appelées	VPP
appelés	ADJ
appelés	VPP
applaudi	VPP
applaudie	VPP
applaudies	VPP
applaudir	VINF
applaudira	V
applaudirai	V
applaudiraient	V
applaudirais	V
applaudirait	V
applaudiras	V
applaudirent	V
applaudirez	V
applaudiriez	V
applaudirions	V
applaudirons	V
applaudiront	V
applaudis	V
applaudis	VIMP
applaudis	VPP
applaudissaient	V
applaudissais	V
applaudissait	V
applaudissant	VPR
applaudisse	VS
applaudissement	NC
applaudissements	NC
applaudissent	V
applaudissent	VS
applaudisses	VS
applaudissez	V
applaudissez	VIMP
applaudissiez	V
applaudissiez	VS
applaudissions	V
applaudissions	VS
applaudissons	V
applaudissons	VIMP
applaudit	V
applaudîmes	V
applaudît	VS
applaudîtes	V
application	NC
applications	NC
appliqua	V
appliquai	V
appliquaient	V
appliquais	V
appliquait	V
appliquant	VPR
appliquas	V
appliquasse	VS
appliquassent	VS
appliquasses	VS
appliquassiez	VS
appliquassions	VS
applique	V
applique	VIMP
applique	VS
appliquent	V
appliquent	VS
appliquer	VINF
appliquera	V
appliquerai	V
appliqueraient	V
appliquerais	V
appliquerait	V
appliqueras	V
appliquerez	V
appliqueriez	V
appliquerions	V
appliquerons	V
appliqueront	V
appliques	V
appliques	VS
appliquez	V
appliquez	VIMP
appliquiez	V
appliquiez	VS
appliquions	V
